id,src,dst,ttype
2060,28,732,TRANSFER
2061,28,97,TRANSFER
2062,28,99,TRANSFER
2063,28,102,TRANSFER
2064,28,304,TRANSFER
2065,28,235,TRANSFER
2066,28,402,TRANSFER
2067,28,1407,TRANSFER
2068,28,57,TRANSFER
2069,28,73,TRANSFER
2070,28,189,TRANSFER
2071,28,22,TRANSFER
2072,28,223,TRANSFER
2073,28,29,TRANSFER
2074,28,109,TRANSFER
2075,28,195,TRANSFER
2076,28,58,TRANSFER
2077,28,333,TRANSFER
2078,28,9,TRANSFER
2079,28,716,TRANSFER
2080,28,100,TRANSFER
2081,29,169,TRANSFER
2082,29,58,TRANSFER
2083,29,360,TRANSFER
2084,29,17,TRANSFER
2085,29,10,TRANSFER
2086,29,34,TRANSFER
2087,29,41,TRANSFER
2088,29,36,TRANSFER
2089,29,27,TRANSFER
2090,29,18,TRANSFER
2091,29,35,TRANSFER
2092,29,288,TRANSFER
2093,29,347,TRANSFER
2094,29,996,TRANSFER
2095,29,134,TRANSFER
2096,29,1218,TRANSFER
2097,29,28,TRANSFER
2098,29,33,TRANSFER
2099,29,89,TRANSFER
2100,29,30,TRANSFER
2101,29,37,TRANSFER
2102,29,162,TRANSFER
2103,29,45,TRANSFER
2104,29,93,TRANSFER
2105,29,31,TRANSFER
2106,29,1186,TRANSFER
2107,29,127,TRANSFER
2108,29,101,TRANSFER
2109,29,78,TRANSFER
2110,29,14,TRANSFER
2111,29,109,TRANSFER
2112,29,332,TRANSFER
2113,29,16,TRANSFER
2114,29,191,TRANSFER
2115,29,25,TRANSFER
2116,29,13,TRANSFER
2117,29,20,TRANSFER
2118,29,22,TRANSFER
2119,29,38,TRANSFER
2120,29,98,TRANSFER
2121,29,43,TRANSFER
2122,29,969,TRANSFER
2123,29,44,TRANSFER
2124,29,47,TRANSFER
2125,29,73,TRANSFER
2126,29,113,TRANSFER
2127,29,87,TRANSFER
2128,29,562,TRANSFER
2129,29,163,TRANSFER
2130,29,106,TRANSFER
2131,29,196,TRANSFER
2132,29,283,TRANSFER
2133,29,21,TRANSFER
2134,29,24,TRANSFER
2135,29,74,TRANSFER
2136,29,626,TRANSFER
2137,29,66,TRANSFER
2138,29,583,TRANSFER
2139,29,19,TRANSFER
2140,29,212,TRANSFER
2141,29,46,TRANSFER
2142,29,96,TRANSFER
2143,29,82,TRANSFER
2144,29,110,TRANSFER
2145,29,23,TRANSFER
2146,29,6,TRANSFER
2147,29,194,TRANSFER
2148,29,331,TRANSFER
2149,29,344,TRANSFER
2150,29,26,TRANSFER
2151,29,991,TRANSFER
2152,29,131,TRANSFER
2153,29,7,TRANSFER
2154,29,15,TRANSFER
2155,29,79,TRANSFER
2156,29,49,TRANSFER
2157,29,968,TRANSFER
2158,29,981,TRANSFER
2159,29,465,TRANSFER
2160,29,1017,TRANSFER
2161,29,114,TRANSFER
2162,29,53,TRANSFER
2163,29,11,TRANSFER
2164,29,377,TRANSFER
2165,30,361,TRANSFER
2166,30,107,TRANSFER
2167,30,8,TRANSFER
2168,30,104,TRANSFER
2169,30,52,TRANSFER
2170,30,986,TRANSFER
2171,30,745,TRANSFER
2172,30,449,TRANSFER
2173,30,26,TRANSFER
2174,30,1034,TRANSFER
2175,30,229,TRANSFER
2176,30,82,TRANSFER
2177,30,15,TRANSFER
2178,30,17,TRANSFER
2179,30,611,TRANSFER
2180,30,629,TRANSFER
2181,30,251,TRANSFER
2182,30,23,TRANSFER
2183,30,565,TRANSFER
2184,30,48,TRANSFER
2185,30,987,TRANSFER
2186,30,27,TRANSFER
2187,30,303,TRANSFER
2188,30,160,TRANSFER
2189,30,58,TRANSFER
2190,30,224,TRANSFER
2191,30,328,TRANSFER
2192,30,398,TRANSFER
2193,30,29,TRANSFER
2194,30,13,TRANSFER
2195,30,42,TRANSFER
2196,30,71,TRANSFER
2197,30,34,TRANSFER
2198,30,32,TRANSFER
2199,30,22,TRANSFER
2200,30,79,TRANSFER
2201,30,20,TRANSFER
2202,30,650,TRANSFER
2203,30,33,TRANSFER
2204,30,24,TRANSFER
2205,30,73,TRANSFER
2206,30,51,TRANSFER
2207,30,325,TRANSFER
2208,30,633,TRANSFER
2209,30,5,TRANSFER
2210,30,967,TRANSFER
2211,30,881,TRANSFER
2212,30,19,TRANSFER
2213,30,31,TRANSFER
2214,30,70,TRANSFER
2215,30,46,TRANSFER
2216,30,307,TRANSFER
2217,30,25,TRANSFER
2218,30,9,TRANSFER
2219,30,3,TRANSFER
2220,30,955,TRANSFER
2221,30,636,TRANSFER
2222,30,727,TRANSFER
2223,30,1207,TRANSFER
2224,30,66,TRANSFER
2225,30,21,TRANSFER
2226,30,41,TRANSFER
2227,30,103,TRANSFER
2228,30,94,TRANSFER
2229,30,44,TRANSFER
2230,30,111,TRANSFER
2231,30,1353,TRANSFER
2232,30,340,TRANSFER
2233,30,902,TRANSFER
2234,30,96,TRANSFER
2235,30,966,TRANSFER
2236,30,16,TRANSFER
2237,30,990,TRANSFER
2238,30,133,TRANSFER
2239,30,28,TRANSFER
2240,30,6,TRANSFER
2241,30,1394,TRANSFER
2242,30,35,TRANSFER
2243,30,12,TRANSFER
2244,30,326,TRANSFER
2245,30,330,TRANSFER
2246,30,137,TRANSFER
2247,30,120,TRANSFER
2248,30,334,TRANSFER
2249,31,764,TRANSFER
2250,31,29,TRANSFER
2251,31,6,TRANSFER
2252,31,12,TRANSFER
2253,31,39,TRANSFER
2254,31,54,TRANSFER
2255,31,30,TRANSFER
2256,31,1046,TRANSFER
2257,31,26,TRANSFER
2258,31,123,TRANSFER
2259,31,125,TRANSFER
2260,31,32,TRANSFER
2261,31,348,TRANSFER
2262,31,448,TRANSFER
2263,31,47,TRANSFER
2264,31,644,TRANSFER
2265,31,33,TRANSFER
2266,31,78,TRANSFER
2267,31,45,TRANSFER
2268,31,335,TRANSFER
2269,31,14,TRANSFER
2270,31,18,TRANSFER
2271,31,369,TRANSFER
2272,31,1378,TRANSFER
2273,31,16,TRANSFER
2274,31,28,TRANSFER
2275,31,27,TRANSFER
2276,31,441,TRANSFER
2277,31,487,TRANSFER
2278,31,219,TRANSFER
2279,31,637,TRANSFER
2280,31,250,TRANSFER
2281,31,19,TRANSFER
2282,31,43,TRANSFER
2283,31,15,TRANSFER
2284,31,49,TRANSFER
2285,31,10,TRANSFER
2286,31,74,TRANSFER
2287,31,23,TRANSFER
2288,31,105,TRANSFER
2289,31,38,TRANSFER
2290,31,131,TRANSFER
2291,31,1192,TRANSFER
2292,31,72,TRANSFER
2293,31,643,TRANSFER
2294,31,36,TRANSFER
2295,31,207,TRANSFER
2296,31,935,TRANSFER
2297,31,760,TRANSFER
2298,31,52,TRANSFER
2299,31,345,TRANSFER
2300,31,732,TRANSFER
2301,31,41,TRANSFER
2302,31,11,TRANSFER
2303,31,34,TRANSFER
2304,31,704,TRANSFER
2305,31,25,TRANSFER
2306,31,65,TRANSFER
2307,31,376,TRANSFER
2308,31,63,TRANSFER
2309,31,187,TRANSFER
2310,31,316,TRANSFER
2311,31,35,TRANSFER
2312,31,157,TRANSFER
2313,31,168,TRANSFER
2314,31,56,TRANSFER
2315,31,1324,TRANSFER
2316,31,37,TRANSFER
2317,31,161,TRANSFER
2318,31,42,TRANSFER
2319,31,169,TRANSFER
2320,31,359,TRANSFER
2321,31,51,TRANSFER
2322,31,213,TRANSFER
2323,31,60,TRANSFER
2324,31,77,TRANSFER
2325,31,293,TRANSFER
2326,31,109,TRANSFER
2327,31,3,TRANSFER
2328,31,40,TRANSFER
2329,31,59,TRANSFER
2330,31,71,TRANSFER
2331,31,17,TRANSFER
2332,31,22,TRANSFER
2333,31,70,TRANSFER
2334,31,1369,TRANSFER
2335,32,28,TRANSFER
2336,32,44,TRANSFER
2337,32,105,TRANSFER
2338,32,18,TRANSFER
2339,32,93,TRANSFER
2340,32,53,TRANSFER
2341,32,531,TRANSFER
2342,32,38,TRANSFER
2343,32,78,TRANSFER
2344,32,45,TRANSFER
2345,32,34,TRANSFER
2346,32,48,TRANSFER
2347,32,36,TRANSFER
2348,32,17,TRANSFER
2349,32,47,TRANSFER
2350,32,129,TRANSFER
2351,32,598,TRANSFER
2352,32,442,TRANSFER
2353,32,31,TRANSFER
2354,32,403,TRANSFER
2355,32,1374,TRANSFER
2356,32,11,TRANSFER
2357,32,22,TRANSFER
2358,32,12,TRANSFER
2359,32,23,TRANSFER
2360,32,1219,TRANSFER
2361,32,743,TRANSFER
2362,32,696,TRANSFER
2363,32,997,TRANSFER
2364,32,13,TRANSFER
2365,32,59,TRANSFER
2366,32,1321,TRANSFER
2367,32,30,TRANSFER
2368,32,29,TRANSFER
2369,32,27,TRANSFER
2370,32,42,TRANSFER
2371,32,118,TRANSFER
2372,32,705,TRANSFER
2373,32,14,TRANSFER
2374,32,25,TRANSFER
2375,32,159,TRANSFER
2376,32,15,TRANSFER
2377,32,394,TRANSFER
2378,32,67,TRANSFER
2379,32,50,TRANSFER
2380,32,982,TRANSFER
2381,32,331,TRANSFER
2382,32,51,TRANSFER
2383,32,20,TRANSFER
2384,32,153,TRANSFER
2385,32,65,TRANSFER
2386,32,62,TRANSFER
2387,32,72,TRANSFER
2388,32,35,TRANSFER
2389,32,1375,TRANSFER
2390,32,198,TRANSFER
2391,32,300,TRANSFER
2392,32,43,TRANSFER
2393,32,96,TRANSFER
2394,32,173,TRANSFER
2395,32,37,TRANSFER
2396,32,24,TRANSFER
2397,32,246,TRANSFER
2398,32,55,TRANSFER
2399,32,773,TRANSFER
2400,32,41,TRANSFER
2401,32,127,TRANSFER
2402,32,135,TRANSFER
2403,32,333,TRANSFER
2404,32,130,TRANSFER
2405,32,662,TRANSFER
2406,32,905,TRANSFER
2407,32,76,TRANSFER
2408,32,395,TRANSFER
2409,32,7,TRANSFER
2410,32,242,TRANSFER
2411,32,202,TRANSFER
2412,32,103,TRANSFER
2413,32,1039,TRANSFER
2414,32,104,TRANSFER
2415,32,6,TRANSFER
2416,32,345,TRANSFER
2417,33,47,TRANSFER
2418,33,335,TRANSFER
2419,33,44,TRANSFER
2420,33,32,TRANSFER
2421,33,949,TRANSFER
2422,33,48,TRANSFER
2423,33,976,TRANSFER
2424,33,18,TRANSFER
2425,33,38,TRANSFER
2426,33,13,TRANSFER
2427,33,201,TRANSFER
2428,33,35,TRANSFER
2429,33,593,TRANSFER
2430,33,12,TRANSFER
2431,33,29,TRANSFER
2432,33,20,TRANSFER
2433,33,59,TRANSFER
2434,33,6,TRANSFER
2435,33,232,TRANSFER
2436,33,30,TRANSFER
2437,33,34,TRANSFER
2438,33,8,TRANSFER
2439,33,146,TRANSFER
2440,33,71,TRANSFER
2441,33,147,TRANSFER
2442,33,36,TRANSFER
2443,33,354,TRANSFER
2444,33,1171,TRANSFER
2445,33,1335,TRANSFER
2446,33,57,TRANSFER
2447,33,759,TRANSFER
2448,33,135,TRANSFER
2449,33,26,TRANSFER
2450,33,983,TRANSFER
2451,33,882,TRANSFER
2452,33,148,TRANSFER
2453,33,19,TRANSFER
2454,33,483,TRANSFER
2455,33,98,TRANSFER
2456,33,54,TRANSFER
2457,33,975,TRANSFER
2458,33,880,TRANSFER
2459,33,14,TRANSFER
2460,33,41,TRANSFER
2461,33,40,TRANSFER
2462,33,27,TRANSFER
2463,33,7,TRANSFER
2464,33,103,TRANSFER
2465,33,39,TRANSFER
2466,33,384,TRANSFER
2467,33,89,TRANSFER
2468,33,92,TRANSFER
2469,33,163,TRANSFER
2470,33,237,TRANSFER
2471,33,541,TRANSFER
2472,33,46,TRANSFER
2473,33,23,TRANSFER
2474,33,125,TRANSFER
2475,33,213,TRANSFER
2476,33,52,TRANSFER
2477,33,95,TRANSFER
2478,33,10,TRANSFER
2479,33,290,TRANSFER
2480,33,343,TRANSFER
2481,33,22,TRANSFER
2482,33,24,TRANSFER
2483,33,558,TRANSFER
2484,33,302,TRANSFER
2485,33,9,TRANSFER
2486,33,1360,TRANSFER
2487,33,132,TRANSFER
2488,33,112,TRANSFER
2489,33,73,TRANSFER
2490,33,51,TRANSFER
2491,33,11,TRANSFER
2492,33,43,TRANSFER
2493,33,236,TRANSFER
2494,33,602,TRANSFER
2495,33,317,TRANSFER
2496,33,72,TRANSFER
2497,33,16,TRANSFER
2498,34,1346,TRANSFER
2499,34,62,TRANSFER
2500,34,5,TRANSFER
2501,34,31,TRANSFER
2502,34,162,TRANSFER
2503,34,134,TRANSFER
2504,34,17,TRANSFER
2505,34,43,TRANSFER
2506,34,32,TRANSFER
2507,34,92,TRANSFER
2508,34,14,TRANSFER
2509,34,320,TRANSFER
2510,34,10,TRANSFER
2511,34,26,TRANSFER
2512,34,60,TRANSFER
2513,34,37,TRANSFER
2514,34,79,TRANSFER
2515,34,679,TRANSFER
2516,34,19,TRANSFER
2517,34,341,TRANSFER
2518,34,53,TRANSFER
2519,34,232,TRANSFER
2520,34,33,TRANSFER
2521,34,45,TRANSFER
2522,34,1005,TRANSFER
2523,34,11,TRANSFER
2524,34,35,TRANSFER
2525,34,85,TRANSFER
2526,34,91,TRANSFER
2527,34,1399,TRANSFER
2528,34,18,TRANSFER
2529,34,41,TRANSFER
2530,34,46,TRANSFER
2531,34,89,TRANSFER
2532,34,24,TRANSFER
2533,34,1431,TRANSFER
2534,34,343,TRANSFER
2535,34,39,TRANSFER
2536,34,119,TRANSFER
2537,34,116,TRANSFER
2538,34,25,TRANSFER
2539,34,69,TRANSFER
2540,34,1251,TRANSFER
2541,34,998,TRANSFER
2542,34,289,TRANSFER
2543,34,20,TRANSFER
2544,34,456,TRANSFER
2545,34,148,TRANSFER
2546,34,106,TRANSFER
2547,34,9,TRANSFER
2548,34,15,TRANSFER
2549,34,61,TRANSFER
2550,34,322,TRANSFER
2551,34,152,TRANSFER
2552,34,65,TRANSFER
2553,34,761,TRANSFER
2554,34,371,TRANSFER
2555,34,105,TRANSFER
2556,34,720,TRANSFER
2557,34,128,TRANSFER
2558,34,75,TRANSFER
2559,34,84,TRANSFER
2560,34,28,TRANSFER
2561,34,1065,TRANSFER
2562,34,235,TRANSFER
2563,34,48,TRANSFER
2564,34,762,TRANSFER
2565,34,58,TRANSFER
2566,34,149,TRANSFER
2567,34,1216,TRANSFER
2568,34,72,TRANSFER
2569,34,222,TRANSFER
2570,34,104,TRANSFER
2571,34,961,TRANSFER
2572,34,82,TRANSFER
2573,34,139,TRANSFER
2574,34,191,TRANSFER
2575,34,648,TRANSFER
2576,34,144,TRANSFER
2577,34,1258,TRANSFER
2578,34,324,TRANSFER
2579,34,137,TRANSFER
2580,34,297,TRANSFER
2581,34,57,TRANSFER
2582,34,929,TRANSFER
2583,34,88,TRANSFER
2584,34,44,TRANSFER
2585,34,178,TRANSFER
2586,34,768,TRANSFER
2587,35,179,TRANSFER
2588,35,91,TRANSFER
2589,35,189,TRANSFER
2590,35,54,TRANSFER
2591,35,561,TRANSFER
2592,35,59,TRANSFER
2593,35,204,TRANSFER
2594,35,864,TRANSFER
2595,35,24,TRANSFER
2596,35,315,TRANSFER
2597,35,89,TRANSFER
2598,35,13,TRANSFER
2599,35,1193,TRANSFER
2600,35,14,TRANSFER
2601,35,97,TRANSFER
2602,35,734,TRANSFER
2603,35,22,TRANSFER
2604,35,26,TRANSFER
2605,35,118,TRANSFER
2606,35,1013,TRANSFER
2607,35,8,TRANSFER
2608,35,152,TRANSFER
2609,35,28,TRANSFER
2610,35,43,TRANSFER
2611,35,306,TRANSFER
2612,35,41,TRANSFER
2613,35,1393,TRANSFER
2614,35,10,TRANSFER
2615,35,68,TRANSFER
2616,35,347,TRANSFER
2617,35,3,TRANSFER
2618,35,51,TRANSFER
2619,35,209,TRANSFER
2620,35,7,TRANSFER
2621,35,1398,TRANSFER
2622,35,25,TRANSFER
2623,35,40,TRANSFER
2624,35,995,TRANSFER
2625,35,69,TRANSFER
2626,35,18,TRANSFER
2627,35,12,TRANSFER
2628,35,21,TRANSFER
2629,35,93,TRANSFER
2630,35,82,TRANSFER
2631,35,464,TRANSFER
2632,35,375,TRANSFER
2633,35,1085,TRANSFER
2634,35,117,TRANSFER
2635,35,1221,TRANSFER
2636,35,1024,TRANSFER
2637,35,36,TRANSFER
2638,35,6,TRANSFER
2639,35,27,TRANSFER
2640,35,11,TRANSFER
2641,35,279,TRANSFER
2642,35,56,TRANSFER
2643,35,1060,TRANSFER
2644,35,1173,TRANSFER
2645,35,134,TRANSFER
2646,35,110,TRANSFER
2647,35,16,TRANSFER
2648,35,350,TRANSFER
2649,35,112,TRANSFER
2650,35,20,TRANSFER
2651,35,106,TRANSFER
2652,35,53,TRANSFER
2653,35,9,TRANSFER
2654,35,30,TRANSFER
2655,35,742,TRANSFER
2656,35,83,TRANSFER
2657,35,351,TRANSFER
2658,35,288,TRANSFER
2659,35,75,TRANSFER
2660,35,149,TRANSFER
2661,35,370,TRANSFER
2662,35,462,TRANSFER
2663,35,158,TRANSFER
2664,35,19,TRANSFER
2665,35,1009,TRANSFER
2666,35,72,TRANSFER
2667,35,62,TRANSFER
2668,36,52,TRANSFER
2669,36,341,TRANSFER
2670,36,26,TRANSFER
2671,36,59,TRANSFER
2672,36,157,TRANSFER
2673,36,28,TRANSFER
2674,36,30,TRANSFER
2675,36,18,TRANSFER
2676,36,102,TRANSFER
2677,36,17,TRANSFER
2678,36,241,TRANSFER
2679,36,98,TRANSFER
2680,36,24,TRANSFER
2681,36,58,TRANSFER
2682,36,50,TRANSFER
2683,36,19,TRANSFER
2684,36,186,TRANSFER
2685,36,47,TRANSFER
2686,36,63,TRANSFER
2687,36,959,TRANSFER
2688,36,32,TRANSFER
2689,36,302,TRANSFER
2690,36,235,TRANSFER
2691,36,54,TRANSFER
2692,36,27,TRANSFER
2693,36,45,TRANSFER
2694,36,29,TRANSFER
2695,36,252,TRANSFER
2696,36,33,TRANSFER
2697,36,146,TRANSFER
2698,36,70,TRANSFER
2699,36,25,TRANSFER
2700,36,15,TRANSFER
2701,36,14,TRANSFER
2702,36,1095,TRANSFER
2703,36,495,TRANSFER
2704,36,41,TRANSFER
2705,36,295,TRANSFER
2706,36,119,TRANSFER
2707,36,8,TRANSFER
2708,36,35,TRANSFER
2709,36,290,TRANSFER
2710,36,297,TRANSFER
2711,36,16,TRANSFER
2712,36,21,TRANSFER
2713,36,64,TRANSFER
2714,36,39,TRANSFER
2715,36,972,TRANSFER
2716,36,1,TRANSFER
2717,36,113,TRANSFER
2718,36,123,TRANSFER
2719,36,49,TRANSFER
2720,36,78,TRANSFER
2721,36,61,TRANSFER
2722,36,99,TRANSFER
2723,36,643,TRANSFER
2724,36,208,TRANSFER
2725,36,2,TRANSFER
2726,36,1348,TRANSFER
2727,36,209,TRANSFER
2728,36,68,TRANSFER
2729,36,10,TRANSFER
2730,36,114,TRANSFER
2731,36,44,TRANSFER
2732,36,348,TRANSFER
2733,36,995,TRANSFER
2734,36,354,TRANSFER
2735,36,631,TRANSFER
2736,37,122,TRANSFER
2737,37,89,TRANSFER
2738,37,15,TRANSFER
2739,37,100,TRANSFER
2740,37,34,TRANSFER
2741,37,730,TRANSFER
2742,37,1200,TRANSFER
2743,37,12,TRANSFER
2744,37,49,TRANSFER
2745,37,24,TRANSFER
2746,37,61,TRANSFER
2747,37,76,TRANSFER
2748,37,35,TRANSFER
2749,37,18,TRANSFER
2750,37,11,TRANSFER
2751,37,7,TRANSFER
2752,37,44,TRANSFER
2753,37,96,TRANSFER
2754,37,21,TRANSFER
2755,37,346,TRANSFER
2756,37,26,TRANSFER
2757,37,43,TRANSFER
2758,37,32,TRANSFER
2759,37,181,TRANSFER
2760,37,16,TRANSFER
2761,37,13,TRANSFER
2762,37,207,TRANSFER
2763,37,72,TRANSFER
2764,37,20,TRANSFER
2765,37,97,TRANSFER
2766,37,38,TRANSFER
2767,37,90,TRANSFER
2768,37,103,TRANSFER
2769,37,634,TRANSFER
2770,37,84,TRANSFER
2771,37,919,TRANSFER
2772,37,447,TRANSFER
2773,37,439,TRANSFER
2774,37,150,TRANSFER
2775,37,30,TRANSFER
2776,37,238,TRANSFER
2777,37,91,TRANSFER
2778,37,126,TRANSFER
2779,37,1405,TRANSFER
2780,37,55,TRANSFER
2781,37,10,TRANSFER
2782,37,336,TRANSFER
2783,37,548,TRANSFER
2784,37,27,TRANSFER
2785,37,56,TRANSFER
2786,37,762,TRANSFER
2787,37,113,TRANSFER
2788,37,48,TRANSFER
2789,37,47,TRANSFER
2790,37,298,TRANSFER
2791,37,41,TRANSFER
2792,37,64,TRANSFER
2793,37,1246,TRANSFER
2794,37,17,TRANSFER
2795,37,349,TRANSFER
2796,37,365,TRANSFER
2797,37,83,TRANSFER
2798,37,1188,TRANSFER
2799,37,988,TRANSFER
2800,37,71,TRANSFER
2801,37,2,TRANSFER
2802,37,22,TRANSFER
2803,37,646,TRANSFER
2804,38,29,TRANSFER
2805,38,713,TRANSFER
2806,38,487,TRANSFER
2807,38,188,TRANSFER
2808,38,126,TRANSFER
2809,38,34,TRANSFER
2810,38,22,TRANSFER
2811,38,142,TRANSFER
2812,38,11,TRANSFER
2813,38,325,TRANSFER
2814,38,46,TRANSFER
2815,38,95,TRANSFER
2816,38,50,TRANSFER
2817,38,1030,TRANSFER
2818,38,227,TRANSFER
2819,38,369,TRANSFER
2820,38,21,TRANSFER
2821,38,1015,TRANSFER
2822,38,240,TRANSFER
2823,38,536,TRANSFER
2824,38,55,TRANSFER
2825,38,54,TRANSFER
2826,38,231,TRANSFER
2827,38,200,TRANSFER
2828,38,10,TRANSFER
2829,38,30,TRANSFER
2830,38,642,TRANSFER
2831,38,90,TRANSFER
2832,38,28,TRANSFER
2833,38,722,TRANSFER
2834,38,58,TRANSFER
2835,38,81,TRANSFER
2836,38,27,TRANSFER
2837,38,1026,TRANSFER
2838,38,931,TRANSFER
2839,38,983,TRANSFER
2840,38,85,TRANSFER
2841,38,13,TRANSFER
2842,38,100,TRANSFER
2843,38,6,TRANSFER
2844,38,212,TRANSFER
2845,38,3,TRANSFER
2846,38,550,TRANSFER
2847,38,18,TRANSFER
2848,38,952,TRANSFER
2849,38,82,TRANSFER
2850,38,65,TRANSFER
2851,38,96,TRANSFER
2852,38,111,TRANSFER
2853,38,36,TRANSFER
2854,38,60,TRANSFER
2855,38,108,TRANSFER
2856,38,33,TRANSFER
2857,38,162,TRANSFER
2858,38,12,TRANSFER
2859,38,53,TRANSFER
2860,38,24,TRANSFER
2861,38,289,TRANSFER
2862,38,19,TRANSFER
2863,38,1331,TRANSFER
2864,38,32,TRANSFER
2865,38,93,TRANSFER
2866,38,16,TRANSFER
2867,38,25,TRANSFER
2868,38,105,TRANSFER
2869,38,35,TRANSFER
2870,38,39,TRANSFER
2871,38,778,TRANSFER
2872,38,23,TRANSFER
2873,38,44,TRANSFER
2874,39,55,TRANSFER
2875,39,11,TRANSFER
2876,39,40,TRANSFER
2877,39,188,TRANSFER
2878,39,43,TRANSFER
2879,39,31,TRANSFER
2880,39,8,TRANSFER
2881,39,118,TRANSFER
2882,39,4,TRANSFER
2883,39,280,TRANSFER
2884,39,748,TRANSFER
2885,39,38,TRANSFER
2886,39,37,TRANSFER
2887,39,51,TRANSFER
2888,39,7,TRANSFER
2889,39,26,TRANSFER
2890,39,113,TRANSFER
2891,39,34,TRANSFER
2892,39,16,TRANSFER
2893,39,350,TRANSFER
2894,39,59,TRANSFER
2895,39,30,TRANSFER
2896,39,255,TRANSFER
2897,39,68,TRANSFER
2898,39,20,TRANSFER
2899,39,36,TRANSFER
2900,39,737,TRANSFER
2901,39,35,TRANSFER
2902,39,24,TRANSFER
2903,39,132,TRANSFER
2904,39,49,TRANSFER
2905,39,104,TRANSFER
2906,39,33,TRANSFER
2907,39,136,TRANSFER
2908,39,1084,TRANSFER
2909,39,13,TRANSFER
2910,39,106,TRANSFER
2911,39,22,TRANSFER
2912,39,46,TRANSFER
2913,39,1031,TRANSFER
2914,39,124,TRANSFER
2915,39,25,TRANSFER
2916,39,50,TRANSFER
2917,39,348,TRANSFER
2918,39,121,TRANSFER
2919,39,1236,TRANSFER
2920,39,10,TRANSFER
2921,39,339,TRANSFER
2922,39,286,TRANSFER
2923,39,81,TRANSFER
2924,39,901,TRANSFER
2925,39,79,TRANSFER
2926,39,299,TRANSFER
2927,39,14,TRANSFER
2928,39,966,TRANSFER
2929,39,287,TRANSFER
2930,39,576,TRANSFER
2931,39,19,TRANSFER
2932,39,32,TRANSFER
2933,39,117,TRANSFER
2934,39,539,TRANSFER
2935,39,318,TRANSFER
2936,39,1217,TRANSFER
2937,39,369,TRANSFER
2938,39,875,TRANSFER
2939,39,18,TRANSFER
2940,39,670,TRANSFER
2941,40,30,TRANSFER
2942,40,455,TRANSFER
2943,40,34,TRANSFER
2944,40,1412,TRANSFER
2945,40,35,TRANSFER
2946,40,81,TRANSFER
2947,40,19,TRANSFER
2948,40,1026,TRANSFER
2949,40,8,TRANSFER
2950,40,20,TRANSFER
2951,40,28,TRANSFER
2952,40,22,TRANSFER
2953,40,128,TRANSFER
2954,40,1017,TRANSFER
2955,40,245,TRANSFER
2956,40,31,TRANSFER
2957,40,137,TRANSFER
2958,40,614,TRANSFER
2959,40,27,TRANSFER
2960,40,11,TRANSFER
2961,40,43,TRANSFER
2962,40,7,TRANSFER
2963,40,1332,TRANSFER
2964,40,285,TRANSFER
2965,40,2,TRANSFER
2966,40,999,TRANSFER
2967,40,61,TRANSFER
2968,40,253,TRANSFER
2969,40,29,TRANSFER
2970,40,42,TRANSFER
2971,40,13,TRANSFER
2972,40,390,TRANSFER
2973,40,14,TRANSFER
2974,40,716,TRANSFER
2975,40,17,TRANSFER
2976,40,21,TRANSFER
2977,40,994,TRANSFER
2978,40,26,TRANSFER
2979,40,673,TRANSFER
2980,40,33,TRANSFER
2981,40,1191,TRANSFER
2982,40,663,TRANSFER
2983,40,60,TRANSFER
2984,40,317,TRANSFER
2985,40,138,TRANSFER
2986,40,16,TRANSFER
2987,40,327,TRANSFER
2988,40,146,TRANSFER
2989,40,25,TRANSFER
2990,40,36,TRANSFER
2991,40,6,TRANSFER
2992,40,41,TRANSFER
2993,40,704,TRANSFER
2994,40,1330,TRANSFER
2995,40,88,TRANSFER
2996,40,127,TRANSFER
2997,40,1241,TRANSFER
2998,40,715,TRANSFER
2999,40,23,TRANSFER
3000,40,69,TRANSFER
3001,40,110,TRANSFER
3002,40,302,TRANSFER
3003,40,10,TRANSFER
3004,40,96,TRANSFER
3005,40,64,TRANSFER
3006,40,1323,TRANSFER
3007,40,1052,TRANSFER
3008,40,82,TRANSFER
3009,41,29,TRANSFER
3010,41,11,TRANSFER
3011,41,1402,TRANSFER
3012,41,8,TRANSFER
3013,41,212,TRANSFER
3014,41,617,TRANSFER
3015,41,710,TRANSFER
3016,41,276,TRANSFER
3017,41,43,TRANSFER
3018,41,39,TRANSFER
3019,41,64,TRANSFER
3020,41,18,TRANSFER
3021,41,131,TRANSFER
3022,41,40,TRANSFER
3023,41,49,TRANSFER
3024,41,27,TRANSFER
3025,41,35,TRANSFER
3026,41,99,TRANSFER
3027,41,55,TRANSFER
3028,41,93,TRANSFER
3029,41,19,TRANSFER
3030,41,1257,TRANSFER
3031,41,23,TRANSFER
3032,41,10,TRANSFER
3033,41,57,TRANSFER
3034,41,13,TRANSFER
3035,41,22,TRANSFER
3036,41,25,TRANSFER
3037,41,939,TRANSFER
3038,41,82,TRANSFER
3039,41,221,TRANSFER
3040,41,5,TRANSFER
3041,41,1029,TRANSFER
3042,41,92,TRANSFER
3043,41,76,TRANSFER
3044,41,52,TRANSFER
3045,41,328,TRANSFER
3046,41,366,TRANSFER
3047,41,50,TRANSFER
3048,41,17,TRANSFER
3049,41,993,TRANSFER
3050,41,1391,TRANSFER
3051,41,9,TRANSFER
3052,41,1003,TRANSFER
3053,41,24,TRANSFER
